F3,F4,P7,FC6,F7,F8,T7,P8,FC5,AF4,T8,O2,O1,AF3
38,49,58,25,-1,25,-75,30,19,34,60,17,65,30
38,49,58,25,-1,25,-75,30,19,34,60,17,65,30
31,36,61,11,-14,20,-80,26,7,23,53,19,64,26
25,39,80,20,-22,28,-84,33,-8,32,59,31,66,26
8,45,88,30,-24,29,-87,34,-12,32,62,41,76,11
3,34,80,28,-28,25,-74,29,-12,20,60,35,74,0
24,35,71,19,-23,21,-60,23,-5,24,54,24,61,15
37,36,69,10,-7,13,-69,13,7,23,43,6,55,28
37,36,69,10,-7,13,-69,13,7,23,43,6,55,28
27,38,68,10,-2,13,-85,10,3,16,42,-9,56,26
22,41,72,26,-6,28,-74,30,0,16,63,8,65,20
25,35,86,40,-1,37,-58,52,6,11,81,37,77,20
14,26,87,27,-8,24,-54,44,6,5,70,40,75,17
3,11,78,4,-27,9,-66,27,0,9,53,26,63,9
3,11,78,4,-27,9,-66,27,0,9,53,26,63,9
15,31,77,8,-26,11,-86,24,-4,26,49,22,53,10
40,67,88,34,-6,29,-80,33,5,48,60,22,44,32
36,52,97,33,-1,30,-56,23,9,43,64,8,32,45
7,10,93,4,-10,6,-56,-3,-7,16,41,-13,17,21
-3,-16,100,-5,-8,-3,-67,4,-7,5,26,-15,0,0
9,-10,116,-2,-3,5,-56,31,18,14,45,13,-2,13
9,-10,116,-2,-3,5,-56,31,18,14,45,13,-2,13
12,1,127,0,-3,9,-41,36,20,15,59,29,5,27
-3,-19,122,-1,-4,2,-39,26,3,5,45,12,-16,15
-15,-36,111,-11,-4,1,-44,24,4,2,40,-10,-42,-5
-8,-37,127,-4,6,14,-39,29,18,2,57,-1,-35,0
0,-28,144,17,16,32,-41,33,22,5,73,21,-25,19
0,-28,144,17,16,32,-41,33,22,5,73,21,-25,19
10,-7,131,31,24,48,-58,40,24,27,86,32,-25,30
33,9,121,47,37,62,-56,55,36,58,96,38,-14,38
36,13,127,54,37,62,-46,59,39,56,95,38,-11,44
6,-13,127,39,19,50,-48,43,27,27,87,35,-33,36
-6,-22,118,29,16,52,-53,39,22,28,90,33,-38,23
0,-5,119,33,23,49,-56,42,19,36,80,27,-30,22
1,-13,125,31,26,39,-51,30,17,28,67,22,-32,31
10,-5,124,30,32,50,-37,29,23,34,82,25,-28,37
10,-5,124,30,32,50,-37,29,23,34,82,25,-28,37
10,-5,118,31,38,50,-25,43,26,33,94,34,-27,37
-2,-26,116,26,32,29,-29,38,16,22,78,31,-36,32
4,-10,118,26,27,36,-39,25,20,38,68,19,-34,39
29,9,114,34,41,59,-42,26,40,57,71,21,-27,60
37,4,105,36,51,45,-37,34,39,47,64,35,-28,60
24,-16,97,17,42,19,-40,25,27,28,58,23,-31,38
24,-16,97,17,42,19,-40,25,27,28,58,23,-31,38
14,-24,95,1,29,28,-53,9,26,20,61,0,-31,27
9,-15,94,10,27,52,-62,1,29,20,56,-5,-30,30
8,-15,95,24,36,64,-59,2,28,28,59,-6,-33,33
8,-11,98,27,43,64,-48,15,31,36,78,5,-31,29
0,-13,95,31,39,65,-47,27,20,28,88,19,-30,24
-4,-23,88,34,29,66,-56,17,6,18,72,7,-37,22
-4,-23,88,34,29,66,-56,17,6,18,72,7,-37,22
6,-7,74,20,32,54,-60,4,21,26,56,-9,-38,28
15,0,62,7,40,35,-56,1,31,24,56,-8,-39,33
7,-9,70,0,33,26,-49,0,18,6,55,1,-33,26
6,-5,94,0,31,27,-41,14,15,6,56,16,-6,20
22,2,104,11,51,38,-44,33,31,19,68,36,10,31
22,2,104,11,51,38,-44,33,31,19,68,36,10,31
27,8,96,8,57,33,-56,21,33,27,64,26,2,47
25,1,89,-13,37,9,-60,-9,25,17,36,4,-9,46
20,-3,80,-19,29,8,-64,-15,19,6,29,-1,-18,32
12,-2,73,4,33,35,-60,12,8,12,59,5,-11,28
5,-16,70,10,27,32,-56,25,5,9,75,8,-5,30
-3,-19,55,-11,37,9,-66,1,7,-2,58,-5,-22,24
-3,-19,55,-11,37,9,-66,1,7,-2,58,-5,-22,24
1,-15,50,-5,66,26,-70,-8,12,6,49,-8,-36,33
4,-13,59,12,58,41,-61,1,17,19,48,1,-27,36
-9,-26,57,-18,22,10,-54,-20,3,3,28,-7,-22,0
-30,-47,55,-40,15,-12,-64,-34,-15,-21,21,-17,-36,-24
-37,-34,62,-25,26,-4,-72,-6,-21,-19,38,-2,-34,-9
-31,-20,63,-22,26,2,-64,6,-9,-20,41,13,-13,1
-31,-20,63,-22,26,2,-64,6,-9,-20,41,13,-13,1
-12,-18,59,-23,23,-1,-54,-9,12,-23,31,2,-12,4
6,-6,54,-6,30,-1,-57,-13,20,-10,31,-4,-26,15
-2,-12,49,-1,33,-2,-64,-7,11,-4,33,0,-25,15
-18,-19,42,-8,29,6,-66,-8,2,-3,33,-11,-18,2
-8,-17,34,3,28,20,-66,-11,-1,2,48,-22,-23,1
-8,-17,34,3,28,20,-66,-11,-1,2,48,-22,-23,1
5,-8,42,20,33,32,-66,5,-1,7,68,-7,-12,13
2,11,51,27,39,43,-67,20,7,20,69,16,7,25
8,17,47,32,50,56,-61,17,19,37,67,17,3,42
29,39,51,36,61,59,-53,16,25,50,65,6,-3,59
35,48,50,35,59,46,-58,16,31,52,47,0,-3,63
19,24,36,19,48,30,-59,1,35,39,29,-1,-1,51
-3,6,34,-3,38,16,-61,-7,22,9,25,5,5,35
-3,6,34,-3,38,16,-61,-7,22,9,25,5,5,35
-11,-18,42,-11,34,2,-61,3,14,-11,29,5,2,26
-7,-21,39,-5,28,-1,-50,1,14,1,26,-1,-9,21
-3,2,36,-4,28,4,-47,-6,6,5,27,-1,1,23
-1,4,40,-4,45,13,-55,14,16,-5,45,8,19,28
-10,-5,42,5,51,24,-58,26,29,0,55,3,16,24
-22,-13,47,19,39,34,-56,13,16,8,45,-1,10,16
-22,-13,47,19,39,34,-56,13,16,8,45,-1,10,16
-16,0,42,24,34,31,-59,3,8,10,38,8,18,16
1,13,33,11,41,28,-61,0,24,10,38,7,25,27
6,12,30,3,38,28,-62,3,28,8,33,1,21,32
1,22,24,15,31,23,-65,13,20,12,27,8,18,29
2,17,26,27,37,29,-65,16,28,15,37,27,23,31
4,11,33,15,38,30,-65,11,30,9,51,32,33,33
4,11,33,15,38,30,-65,11,30,9,51,32,33,33
-5,8,33,-9,28,7,-66,5,23,-4,34,10,37,20
-19,-15,36,-15,19,-12,-66,-2,19,-21,12,-8,29,6
-11,-2,42,-6,28,-5,-59,11,22,-15,20,5,36,20
22,32,40,4,40,3,-57,29,36,12,35,21,47,48
26,33,17,-8,31,0,-83,12,34,21,24,1,37,43
26,33,17,-8,31,0,-83,12,34,21,24,1,37,43
-7,7,-5,-36,18,-9,-101,-21,18,-9,0,-29,21,19
-9,-6,2,-25,29,-2,-74,-19,26,-15,-1,-20,27,26
17,24,18,17,46,28,-52,8,43,27,23,7,35,51
15,35,15,24,38,39,-66,13,41,38,34,10,29,48
-7,9,17,-2,24,25,-71,-1,31,6,18,-3,30,27
-7,-5,28,-6,19,18,-55,8,33,-8,15,-2,47,24
-7,-5,28,-6,19,18,-55,8,33,-8,15,-2,47,24
1,-2,32,3,15,16,-51,29,36,1,27,6,60,36
-2,17,20,-5,7,3,-69,13,31,2,21,3,58,33
0,12,9,-9,11,-1,-80,-9,26,-2,15,-6,57,26
5,2,12,4,26,12,-73,14,29,4,25,4,53,32
4,22,11,6,23,9,-65,35,32,17,33,22,45,34
-1,27,3,-4,19,-3,-66,15,35,16,30,13,38,39
-2,26,9,1,22,6,-66,-6,39,7,22,-4,40,52
-2,26,9,1,22,6,-66,-6,39,7,22,-4,40,52
4,33,21,16,16,24,-59,11,36,16,27,12,49,52
5,32,16,25,6,27,-59,30,27,29,31,31,56,44
7,39,12,38,15,38,-64,17,34,33,30,21,59,48
26,53,26,63,32,68,-56,20,59,41,46,24,64,66
35,65,31,70,31,80,-53,51,67,45,70,45,69,69
16,49,20,50,22,59,-65,52,44,32,66,34,64,49
16,49,20,50,22,59,-65,52,44,32,66,34,64,49
1,17,9,30,26,37,-69,28,33,18,42,8,59,40
-1,16,1,19,27,31,-59,21,39,10,25,11,62,39
-2,23,4,23,18,32,-58,28,42,4,23,26,62,35
7,39,17,32,19,32,-64,33,43,6,30,32,73,40
12,37,30,19,30,23,-62,34,37,7,27,35,94,49
12,37,30,19,30,23,-62,34,37,7,27,35,94,49
5,13,31,2,29,16,-54,33,39,1,12,39,92,49
8,23,27,7,28,15,-54,33,47,0,-1,32,79,43
14,35,28,17,30,13,-67,35,40,4,0,30,79,44
18,45,30,28,26,22,-71,47,32,22,23,53,81,57
36,59,36,47,34,52,-50,57,56,42,46,66,70,78
35,38,36,48,40,60,-40,47,65,31,33,44,48,72
4,12,28,22,32,33,-57,25,31,6,2,15,26,50
4,12,28,22,32,33,-57,25,31,6,2,15,26,50
-1,0,28,8,35,28,-61,10,23,-2,-7,7,13,53
9,4,29,14,37,34,-53,13,41,0,-2,8,2,55
2,12,27,20,27,29,-56,26,40,6,3,14,1,46
8,7,40,29,39,43,-49,35,45,12,20,38,12,50
27,8,57,33,53,56,-44,42,52,9,30,60,11,59
29,5,56,22,44,35,-59,46,35,9,24,59,3,63
29,5,56,22,44,35,-59,46,35,9,24,59,3,63
29,13,52,22,40,26,-63,54,22,23,32,58,18,65
32,21,61,36,42,50,-56,74,35,30,53,71,35,65
28,6,67,44,34,59,-55,82,42,25,60,75,31,70
36,18,63,42,38,52,-44,67,30,40,58,72,30,76
53,36,59,41,55,50,-34,62,28,54,59,63,33,73
53,36,59,41,55,50,-34,62,28,54,59,63,33,73
46,23,57,36,56,46,-48,55,37,45,54,40,20,66
21,4,56,28,44,47,-57,34,27,31,41,28,11,56
12,-13,57,38,35,61,-44,42,6,25,45,40,9,44
24,-3,58,54,30,65,-33,60,9,31,57,51,8,45
36,14,60,61,38,63,-32,57,29,47,60,50,14,68
40,14,61,64,49,79,-33,58,33,57,65,52,19,80
40,14,61,64,49,79,-33,58,33,57,65,52,19,80
32,12,53,60,45,81,-41,59,27,49,60,56,23,73
31,-7,38,50,34,57,-54,41,27,31,43,56,26,57
31,-19,31,27,27,26,-61,26,20,13,26,42,15,35
18,-20,30,0,18,6,-60,27,1,7,18,22,-4,23
10,-21,31,7,16,13,-58,31,-2,14,24,26,-4,29
8,-21,30,20,23,18,-62,35,8,11,23,42,5,32
8,-21,30,20,23,18,-62,35,8,11,23,42,5,32
3,-36,32,7,19,8,-74,29,8,-9,8,41,-1,24
7,-30,29,6,15,14,-79,17,3,-7,8,30,-2,23
17,-12,26,31,25,34,-69,23,7,15,28,34,5,32
18,-14,30,45,28,41,-61,34,21,21,45,42,6,34
16,-8,30,41,19,51,-74,31,21,31,50,33,2,39
34,5,24,39,22,61,-89,23,9,46,43,24,6,54
34,5,24,39,22,61,-89,23,9,46,43,24,6,54
49,15,23,44,28,56,-80,20,7,46,35,23,17,63
46,24,31,50,25,49,-63,27,20,42,45,37,28,57
52,22,35,42,33,43,-59,36,32,43,57,53,33,59
67,36,33,42,46,47,-61,36,28,52,54,58,31,81
71,41,30,57,43,58,-61,33,30,55,62,61,30,91
71,41,30,57,43,58,-61,33,30,55,62,61,30,91
61,33,28,48,32,46,-65,31,35,50,59,63,33,74
49,18,30,18,34,23,-63,35,29,37,40,52,35,53
32,-12,35,2,34,15,-55,25,22,14,28,37,29,45
22,-13,35,3,24,15,-59,0,24,3,26,27,26,42
32,4,29,14,21,17,-62,3,26,12,30,26,27,37
34,11,28,24,19,23,-55,29,12,19,32,47,26,31
34,11,28,24,19,23,-55,29,12,19,32,47,26,31
16,1,29,18,3,16,-54,35,-4,9,26,60,29,23
6,-15,30,16,-1,13,-59,22,-1,5,28,45,32,25
22,10,27,35,14,37,-49,24,8,27,47,40,32,34
53,46,33,67,36,70,-33,46,25,60,68,59,44,59
71,55,44,79,59,77,-28,64,47,80,79,69,56,84
62,41,38,56,57,57,-40,46,43,70,64,59,44,74
43,17,28,34,40,42,-53,24,30,43,47,56,31,56
43,17,28,34,40,42,-53,24,30,43,47,56,31,56
36,20,23,31,32,39,-47,41,21,31,53,58,34,52
40,24,17,34,36,34,-38,55,10,29,59,47,36,48
44,19,16,32,41,27,-40,41,18,21,51,34,28,45
36,24,5,12,38,18,-41,21,25,12,34,18,20,42
30,13,-1,5,33,15,-32,29,6,11,28,13,21,36
30,13,-1,5,33,15,-32,29,6,11,28,13,21,36
39,12,20,31,30,32,-33,59,2,32,44,36,40,41
42,28,35,51,35,54,-37,66,24,46,60,48,58,58
37,41,24,53,45,56,-31,55,20,37,60,33,56,60
44,52,20,58,46,55,-38,71,9,39,54,43,55,56
60,46,34,70,43,60,-53,96,23,48,67,71,59,61
53,39,24,63,39,46,-68,96,23,36,74,67,57,52
53,39,24,63,39,46,-68,96,23,36,74,67,57,52
34,25,3,29,31,24,-65,79,4,18,32,53,48,32
29,11,16,9,25,24,-43,69,4,17,-1,49,42,29
34,24,29,28,41,26,-32,67,19,19,24,37,50,34
36,18,11,34,61,16,-34,62,28,13,43,27,55,34
27,1,3,2,51,-2,-35,56,24,8,25,24,39,26
22,-4,14,-10,48,-8,-30,56,16,-4,19,24,29,18
22,-4,14,-10,48,-8,-30,56,16,-4,19,24,29,18
30,-6,11,7,58,12,-34,59,21,-10,25,32,40,24
33,5,2,6,5,15,-48,50,20,7,3,23,44,27
26,2,-7,-4,-82,0,-63,33,3,24,-23,2,31,28
31,15,-16,12,-112,22,-67,29,1,54,-27,5,26,51
56,61,-3,49,-101,81,-60,33,26,121,-14,26,40,95
81,91,10,92,-83,137,-61,37,47,210,1,30,53,152
90,111,3,128,-51,187,-66,45,49,290,15,29,47,204
90,111,3,128,-51,187,-66,45,49,290,15,29,47,204
97,124,-9,155,-15,240,-66,53,62,343,26,29,31,241
110,128,-12,170,-7,265,-61,43,85,370,20,12,31,268
116,128,-7,173,-21,267,-55,24,85,388,-1,-5,34,281
118,129,0,182,-29,283,-49,32,79,413,0,4,30,282
122,145,-1,187,-29,298,-51,55,87,428,16,22,33,281
122,145,-1,187,-29,298,-51,55,87,428,16,22,33,281
117,142,-4,183,-38,290,-59,52,87,418,18,26,46,280
112,132,-5,178,-49,276,-63,36,80,410,9,24,56,281
122,149,-7,172,-35,269,-65,25,93,424,5,26,58,295
129,153,-4,178,-14,272,-65,32,103,431,28,30,58,312
122,152,1,184,-35,281,-64,48,90,425,39,32,63,306
120,148,3,172,-63,264,-60,46,83,410,10,20,65,287
120,148,3,172,-63,264,-60,46,83,410,10,20,65,287
121,133,6,152,-52,232,-43,31,88,387,-1,9,62,280
120,142,2,154,-29,240,-41,43,92,384,34,17,60,282
122,145,2,171,-32,259,-54,75,95,382,53,31,59,274
114,126,13,155,-48,225,-51,71,89,340,34,30,60,244
92,98,8,116,-52,166,-44,39,78,274,24,26,65,208
75,80,-10,86,-56,134,-53,31,69,222,20,28,59,172
75,80,-10,86,-56,134,-53,31,69,222,20,28,59,172
57,68,-12,60,-73,100,-68,42,57,180,-1,24,52,141
42,43,-2,39,-83,66,-65,43,45,142,-19,21,57,124
35,38,-1,28,-87,46,-45,34,32,117,-27,12,55,105
25,24,-7,4,-95,16,-33,21,21,85,-40,-1,46,75
20,0,-4,-18,-98,-15,-38,22,29,55,-35,9,48,57
20,0,-4,-18,-98,-15,-38,22,29,55,-35,9,48,57
32,26,11,2,-91,-4,-39,49,35,59,1,30,63,62
39,46,34,33,-93,15,-27,72,16,68,23,33,82,68
33,31,33,23,-101,3,-31,66,6,51,5,28,85,57
26,17,0,2,-92,-9,-44,52,12,27,-13,29,72,41
22,11,-16,0,-87,-20,-48,48,6,4,-8,28,61,27
0,7,-8,-10,-93,-33,-46,51,-5,-19,-11,25,60,7
-20,-11,1,-25,-91,-37,-29,51,1,-40,-14,15,58,-6
-20,-11,1,-25,-91,-37,-29,51,1,-40,-14,15,58,-6
-18,-17,-1,-22,-77,-33,-18,38,1,-51,-5,-4,50,-7
-5,0,-5,-7,-63,-28,-25,42,-1,-47,0,1,45,-2
6,6,9,3,-55,-25,-31,66,12,-46,8,29,55,3
-5,4,25,-2,-59,-29,-33,67,-3,-54,9,36,82,-12
-28,-10,25,-13,-77,-33,-35,61,-30,-61,6,24,92,-40
-19,-5,16,-11,-79,-31,-35,79,-19,-55,16,38,81,-35
-19,-5,16,-11,-79,-31,-35,79,-19,-55,16,38,81,-35
15,27,4,5,-50,-28,-33,96,8,-39,31,61,83,-3
25,28,2,12,-26,-26,-29,93,14,-27,32,60,93,10
2,15,16,5,-47,-23,-23,91,2,-36,25,54,100,-9
-21,-5,21,-6,-69,-35,-24,91,-17,-65,18,52,100,-41
-35,-26,3,-25,-56,-56,-28,70,-23,-79,1,43,97,-61
-35,-26,3,-25,-56,-56,-28,70,-23,-79,1,43,97,-61
-24,-16,14,-31,-14,-56,-25,70,5,-68,-1,41,92,-49
-24,-16,14,-31,-14,-56,-25,70,5,-68,-1,41,92,-49
-28,-22,24,-28,4,-49,-15,93,3,-78,12,60,92,-42
-33,-29,39,-33,20,-42,-7,112,8,-77,28,83,98,-39
-31,-29,61,-27,33,-32,-14,125,22,-61,35,99,91,-28
-30,-19,60,-17,37,-34,-31,128,24,-58,27,97,74,-30
-30,-37,40,-19,23,-47,-47,125,6,-70,21,84,56,-51
-30,-37,40,-19,23,-47,-47,125,6,-70,21,84,56,-51
-36,-52,29,-32,14,-61,-54,110,-13,-68,7,66,38,-56
-31,-39,33,-34,24,-62,-43,84,-3,-52,-7,55,25,-32
-6,-29,42,-15,34,-54,-29,91,5,-42,13,59,15,-16
-6,-35,48,-9,42,-55,-28,121,-3,-44,28,64,1,-24
-29,-58,49,-25,55,-62,-28,114,-4,-57,8,52,-8,-28
-28,-58,49,-36,59,-66,-36,84,-3,-55,-6,31,-4,-23
-28,-58,49,-36,59,-66,-36,84,-3,-55,-6,31,-4,-23
-9,-44,41,-21,60,-53,-53,87,-1,-32,-1,32,-3,-11
-1,-46,38,2,75,-31,-62,103,3,-16,11,52,-4,3
-15,-57,54,-6,78,-31,-63,94,0,-26,21,60,-3,-12
-28,-75,63,-26,77,-38,-59,96,0,-41,26,60,-5,-31
-20,-65,51,-14,82,-28,-59,121,-3,-32,30,68,-1,-25
-11,-47,50,-3,72,-36,-62,121,-23,-25,30,60,6,-21
-20,-57,61,-21,56,-57,-63,95,-37,-41,12,40,2,-29
-34,-59,62,-22,55,-57,-59,84,-33,-49,0,42,1,-28
-34,-59,62,-22,55,-57,-59,84,-33,-49,0,42,1,-28
-25,-58,65,1,65,-45,-55,103,-33,-40,24,60,14,-22
-12,-51,66,4,62,-33,-57,121,-37,-34,47,67,14,-28
-11,-41,63,-8,51,-32,-65,107,-38,-39,36,62,2,-32
-7,-44,70,-1,67,-32,-58,92,-26,-35,32,61,5,-21
-2,-30,64,21,99,-18,-44,103,-10,-14,46,60,10,-6
-2,-30,64,21,99,-18,-44,103,-10,-14,46,60,10,-6
0,-27,42,32,111,-9,-52,105,-4,-4,46,65,-1,-1
3,-38,38,19,113,-19,-64,99,-3,-12,38,64,-8,-2
-5,-48,40,-7,119,-40,-61,91,0,-30,24,38,-8,-8
-27,-77,35,-30,116,-59,-59,70,4,-52,4,18,-25,-23
-30,-78,30,-31,115,-54,-72,64,4,-48,2,19,-37,-23
-4,-47,32,-9,128,-32,-71,88,9,-27,27,30,-19,2
-4,-47,32,-9,128,-32,-71,88,9,-27,27,30,-19,2
11,-32,42,4,128,-30,-50,102,14,-19,37,36,2,10
6,-36,56,-9,122,-42,-46,88,7,-22,25,32,7,0
7,-32,64,-4,128,-28,-59,93,0,-10,34,37,10,6
13,-2,56,24,126,-3,-65,113,0,8,54,59,14,15
7,-6,41,28,116,-6,-69,103,-4,4,49,56,7,5
6,-20,30,16,125,-17,-73,86,-2,-4,35,37,-2,3
6,-20,30,16,125,-17,-73,86,-2,-4,35,37,-2,3
19,0,29,24,153,-6,-76,89,19,3,38,40,-1,19
25,-1,28,30,154,-8,-84,83,32,3,44,39,-3,24
19,-6,30,15,149,-32,-78,66,37,-3,37,20,-7,18
24,3,47,13,175,-24,-64,76,46,10,39,21,7,29
40,14,61,37,187,8,-73,99,46,29,66,46,25,40
40,14,61,37,187,8,-73,99,46,29,66,46,25,40
43,33,56,56,169,23,-87,111,40,30,89,58,31,37
41,28,64,63,175,29,-78,122,41,25,101,64,32,40
43,18,85,67,185,35,-80,138,35,33,109,83,39,41
41,22,81,61,156,33,-102,148,18,32,113,93,46,28
37,17,66,46,136,17,-109,136,17,11,101,76,42,17
31,4,64,37,141,3,-101,113,20,2,78,58,31,16
18,-15,72,40,135,1,-92,110,8,-6,73,61,28,10
18,-15,72,40,135,1,-92,110,8,-6,73,61,28,10
4,-16,76,31,118,-3,-102,109,-3,-23,75,65,34,-11
-2,-9,70,14,100,-15,-120,105,-8,-30,68,57,43,-28
-1,-20,63,18,94,-21,-128,113,-19,-35,59,57,52,-31
-2,-18,59,14,101,-30,-138,109,-25,-40,54,63,60,-30
1,-13,55,0,116,-33,-141,92,-3,-33,57,65,52,-17
8,-7,42,13,133,-24,-148,87,16,-22,56,58,37,-5
8,-7,42,13,133,-24,-148,87,16,-22,56,58,37,-5
17,-2,35,18,148,-25,-156,88,14,-19,42,56,28,-2
27,-1,37,8,160,-28,-138,91,27,-14,40,61,29,9
31,16,33,7,169,-26,-125,89,48,-8,50,59,30,26
32,16,33,17,185,-22,-134,90,52,-13,62,64,28,37
20,-1,40,17,178,-22,-137,94,34,-21,64,61,26,28
0,-12,38,1,152,-27,-125,84,19,-30,52,35,24,6
0,-12,38,1,152,-27,-125,84,19,-30,52,35,24,6
-2,-21,35,3,159,-22,-120,78,35,-35,49,30,26,2
8,1,38,22,181,-5,-129,89,45,-26,72,57,35,11
9,11,37,28,181,0,-145,97,33,-21,81,70,46,12
1,-9,31,14,174,-6,-155,94,32,-28,70,61,50,6
3,-15,31,15,176,-6,-151,96,49,-28,71,65,54,5
19,-5,30,33,179,0,-149,101,59,-13,79,76,58,9
29,18,25,43,177,14,-151,94,55,-1,73,67,60,19
29,18,25,43,177,14,-151,94,55,-1,73,67,60,19
25,25,29,52,179,25,-145,95,56,6,71,62,57,30
21,14,33,51,183,17,-136,94,58,11,73,65,62,32
16,2,33,29,168,0,-137,67,49,-5,56,46,61,19
-1,-21,32,3,137,-19,-154,40,31,-41,39,18,45,-3
-10,-7,24,1,130,-23,-162,48,18,-43,43,25,46,0
14,29,26,26,153,3,-149,79,25,-2,63,50,61,31
14,29,26,26,153,3,-149,79,25,-2,63,50,61,31
35,38,37,43,160,25,-143,93,32,24,73,59,66,41
31,41,33,33,145,13,-152,80,31,12,56,48,64,31
28,34,29,19,142,-12,-153,63,38,-2,33,36,63,31
25,30,42,18,142,-18,-139,58,38,1,23,41,63,26
4,32,52,29,137,-3,-123,65,28,-2,33,50,65,16
-2,26,58,31,140,4,-118,65,39,-5,41,56,68,19
15,26,57,25,151,-3,-118,62,54,1,35,57,66,22
15,26,57,25,151,-3,-118,62,54,1,35,57,66,22
18,19,46,28,157,-4,-116,61,45,-1,29,45,64,22
6,16,40,30,150,0,-121,60,45,-1,37,27,60,24
4,17,43,26,150,10,-122,58,56,8,55,26,60,24
21,20,40,45,172,29,-108,74,59,22,65,43,62,37
36,49,31,61,183,31,-95,89,68,39,61,50,63,59
35,46,29,41,164,9,-95,64,72,34,46,33,57,58
32,31,28,21,145,-1,-100,34,59,13,24,12,39,39
32,31,28,21,145,-1,-100,34,59,13,24,12,39,39
24,45,28,22,153,2,-98,46,61,17,23,16,38,35
12,45,36,33,158,5,-92,74,66,20,48,38,54,32
11,37,46,45,149,11,-89,91,57,14,63,56,60,24
28,42,54,47,157,15,-90,91,64,15,63,68,64,32
35,52,53,41,169,7,-91,74,71,13,57,54,74,37
23,47,52,41,161,1,-93,55,60,11,41,28,73,27
23,47,52,41,161,1,-93,55,60,11,41,28,73,27
9,37,54,51,151,18,-92,61,61,17,41,34,61,26
8,52,52,54,150,29,-88,81,62,21,56,61,62,20
23,51,54,58,154,25,-86,89,57,17,63,66,77,7
40,47,61,65,163,31,-83,89,70,26,61,58,89,16
40,61,61,68,173,46,-83,93,89,45,63,60,88,37
34,59,65,81,182,60,-66,98,91,49,81,62,84,39
31,62,71,86,180,62,-44,94,84,43,92,64,94,31
31,62,71,86,180,62,-44,94,84,43,92,64,94,31
32,63,73,74,161,47,-49,94,75,27,75,68,102,22
35,60,75,56,148,32,-53,100,63,14,61,66,97,8
28,61,69,52,141,30,-43,90,57,15,54,58,93,1
27,47,52,56,135,31,-43,68,64,22,39,55,92,9
41,57,43,61,135,36,-48,66,61,33,39,58,93,21
50,77,56,70,136,44,-37,83,63,40,63,60,97,27
50,77,56,70,136,44,-37,83,63,40,63,60,97,27
43,66,62,68,126,39,-21,88,76,33,69,64,92,18
25,52,39,54,118,31,-31,78,67,19,56,60,73,0
9,42,23,52,119,32,-46,70,51,9,48,42,60,0
11,53,32,64,119,31,-53,63,56,21,36,24,59,15
31,67,24,63,121,27,-58,54,66,28,27,23,63,17
34,55,1,49,123,17,-51,50,64,14,27,43,78,4
7,42,4,42,113,2,-44,59,50,4,28,60,86,-4
7,42,4,42,113,2,-44,59,50,4,28,60,86,-4
-8,30,14,38,100,-4,-54,61,39,7,21,47,73,-3
11,38,7,37,104,2,-57,38,48,13,7,22,62,-2
21,45,1,35,111,5,-41,21,56,13,-6,9,58,0
7,37,13,29,101,1,-27,37,47,8,0,20,56,0
-2,43,30,30,99,4,-25,61,46,-2,19,51,67,-10
4,38,34,48,115,20,-22,76,56,0,36,70,67,-8
4,38,34,48,115,20,-22,76,56,0,36,70,67,-8
17,42,26,64,134,46,-15,89,70,24,53,67,40,15
36,58,29,65,145,55,-10,87,84,40,55,57,29,33
36,41,33,61,130,44,-24,67,74,23,39,45,24,20
12,22,22,53,102,34,-45,61,45,8,37,42,9,-2
10,26,27,60,106,47,-31,86,51,22,60,62,3,15
26,34,36,72,120,58,-10,104,67,26,74,74,1,32
26,34,36,72,120,58,-10,104,67,26,74,74,1,32
19,19,29,54,98,37,-23,82,48,10,54,61,-12,11
11,-2,26,42,88,17,-33,65,35,10,37,58,-8,5
25,18,33,52,106,25,-25,73,54,33,43,68,7,29
41,31,28,48,110,28,-20,72,63,39,44,54,2,40
35,22,21,34,101,7,-24,54,54,31,31,34,-9,29
35,22,21,34,101,7,-24,54,54,31,31,34,-9,29
29,19,25,28,99,-7,-27,47,46,23,24,28,-4,23
32,2,26,32,103,5,-29,53,38,13,31,35,-9,27
28,-1,21,51,105,34,-21,57,43,19,46,47,-16,29
27,8,26,67,104,55,-1,60,63,30,62,47,-5,32
37,16,36,60,102,57,14,58,63,33,59,35,4,38
55,30,32,58,114,53,18,56,54,32,50,42,5,51
55,30,32,58,114,53,18,56,54,32,50,42,5,51
63,28,32,70,128,51,15,64,64,33,64,62,14,58
56,23,43,64,122,47,13,78,59,35,77,61,27,52
56,22,41,59,125,50,21,87,38,28,74,61,31,50
65,30,35,72,132,58,26,81,44,30,68,70,34,59
69,43,36,74,124,51,23,67,54,42,58,62,34,59
63,29,35,61,116,35,31,62,42,32,54,59,28,44
47,16,30,53,114,30,28,66,29,12,49,68,28,34
47,16,30,53,114,30,28,66,29,12,49,68,28,34
37,15,25,47,119,33,11,56,33,18,33,57,36,38
34,3,13,34,115,15,4,30,34,21,8,26,22,36
29,-2,3,23,102,-6,7,16,20,-1,-9,11,3,22
29,-8,5,28,97,11,22,31,16,-8,5,30,14,19
27,-8,0,42,96,31,23,48,12,1,29,50,25,19
22,-11,-3,54,91,30,8,40,5,8,30,39,16,16
22,-11,-3,54,91,30,8,40,5,8,30,39,16,16
27,-12,4,61,93,32,13,30,14,8,21,27,17,26
